YDR210W-C	YDR210W-C	0	3.0436692703	2.20682198566	3.21677979434	1.1945754475341e-13	3.38901054465425e-10
YFL031W	HAC1	0	5.0826692703	3.98982198566	5.03977979434	1.13007771855781e-12	3.20603048754852e-09
YDR098C-A	YDR098C-A	0	3.0216692703	1.90482198566	3.33177979434	3.77433174941376e-12	1.07077791730869e-08
YLR256W-A	YLR256W-A	0	2.9246692703	2.02082198566	3.17577979434	1.44552888439244e-11	4.10096544502135e-08
YGR027W-A	YGR027W-A	0	2.9006692703	1.78782198566	3.23577979434	2.78850569350361e-11	7.91099065246975e-08
YMR318C	ADH6	0	1.4836692703	1.48982198566	1.53077979434	3.57173240582763e-11	1.0133004835333e-07
YFL066C	YFL066C	0	1.7496692703	1.34582198566	2.04877979434	8.59544187806106e-11	2.43852686080592e-07
YDR170W-A	YDR170W-A	0	2.8956692703	2.07482198566	2.91377979434	1.15526300016713e-10	3.27748113147413e-07
YPR137C-A	YPR137C-A	0	2.8316692703	1.98582198566	3.09677979434	1.41487069055042e-10	4.01398814909155e-07
Q0110	BI2	0	2.7906692703	2.24282198566	3.39077979434	1.43093942976026e-10	4.05957516222987e-07
YMR046C	YMR046C	0	2.9196692703	1.91382198566	3.21177979434	1.53738912812532e-10	4.36157295649152e-07
Q0055	AI2	0	3.6016692703	2.78082198566	3.81177979434	1.62677388552925e-10	4.61515751324647e-07
YNL054W-A	YNL054W-A	0	2.6326692703	1.97982198566	2.85177979434	2.02308285314352e-10	5.73948605436816e-07
Q0075	AI5_BETA	0	2.7186692703	2.37082198566	2.84677979434	2.19826814767578e-10	6.23648673495617e-07
YOR010C	TIR2	0	3.4646692703	3.36382198566	3.67277979434	2.47808060158408e-10	7.03031466669405e-07
YDR187C	YDR187C	0	1.6116692703	1.39382198566	1.51277979434	2.91064365598836e-10	8.25749605203898e-07
YBR012W-A	YBR012W-A	0	2.0196692703	1.34582198566	2.23977979434	3.83554618716785e-10	1.08814445329952e-06
YER138C	YER138C	0	0.8796692703	0.850821985655	1.14977979434	3.9805930158756e-10	1.12929423860391e-06
YGR038C-A	YGR038C-A	0	2.4706692703	1.71582198566	2.74577979434	4.84725934721589e-10	1.37516747680515e-06
YDR316W-A	YDR316W-A	0	2.4896692703	1.63582198566	2.74277979434	5.41383019417683e-10	1.53590362608797e-06
YLR227W-A	YLR227W-A	0	2.7656692703	1.92982198566	3.01377979434	6.66723097636451e-10	1.89149342799461e-06
YAR062W	YAR062W	0	3.0386692703	2.10982198566	3.13477979434	8.56713015407054e-10	2.43049482470981e-06
YML040W	YML040W	0	2.6366692703	1.71182198566	2.98977979434	9.06581364128564e-10	2.57197133003274e-06
YHR113W	YHR113W	0	1.7796692703	1.73182198566	1.76677979434	1.45822458543347e-09	4.13698314887475e-06
YCL018W	LEU2	0	1.1286692703	1.76282198566	1.59377979434	1.56132281202553e-09	4.42947281771644e-06
Q0050	AI1	0	2.0196692703	1.43182198566	2.69777979434	1.59891774197116e-09	4.53612963397219e-06
YNR017W	TIM23	0	0.8446692703	1.06082198566	1.09877979434	2.16406080928846e-09	6.13944051595136e-06
YER011W	TIR1	0	4.0406692703	3.82182198566	4.26777979434	2.57043671369894e-09	7.29232895676388e-06
YHR214C-C	YHR214C-C	0	2.8006692703	1.75482198566	3.01377979434	3.02690435529504e-09	8.58732765597202e-06
YNL338W	YNL338W	0	1.4956692703	0.919821985655	1.59677979434	3.04097360388954e-09	8.62724211423461e-06
YHR086W	NAM8	0	1.9606692703	1.68782198566	1.96577979434	3.11586492571234e-09	8.83970879424591e-06
YHR070W	TRM5	0	1.8166692703	1.39182198566	1.78477979434	3.57619975257878e-09	1.0145678698066e-05
YER137C-A	YER137C-A	0	2.9646692703	1.96082198566	3.06177979434	3.94700966955137e-09	1.11976664325172e-05
YBR012W-B	YBR012W-B	0	1.2596692703	1.05182198566	1.31177979434	5.89460555142822e-09	1.67229959494019e-05
YNL190W	YNL190W	0	1.1356692703	1.14182198566	1.03177979434	5.93283384267133e-09	1.68314496116586e-05
YJR028W	YJR028W	0	2.4876692703	1.91082198566	2.85577979434	6.15872004723625e-09	1.74722887740093e-05
YPR158C-C	YPR158C-C	0	1.7466692703	0.941821985655	2.02877979434	6.80068192350507e-09	1.92935346169839e-05
YAR009C	YAR009C	0	1.0676692703	0.984821985655	1.15877979434	6.88682641431123e-09	1.9537926537401e-05
YBR151W	APD1	0	1.5916692703	1.83982198566	1.67977979434	7.01076808487461e-09	1.98895490567893e-05
YER159C-A	YER159C-A	0	1.9586692703	1.38382198566	2.13277979434	7.36834191896311e-09	2.09039860240984e-05
YGL088W	YGL088W	0	1.2046692703	0.351821985655	1.49077979434	7.57337430219146e-09	2.14856628953172e-05
YJR026W	YJR026W	0	2.3896692703	1.65182198566	2.71277979434	7.6255993838772e-09	2.16338254520596e-05
YPR202W	YPR202W	0	1.6456692703	1.34582198566	2.06277979434	8.93568377192497e-09	2.53505348609511e-05
YGR161C-D	YGR161C-D	0	1.1116692703	1.16882198566	1.28877979434	9.87523758321013e-09	2.80160490235671e-05
YOR142W-B	YOR142W-B	0	1.4426692703	1.26082198566	1.32877979434	1.00567222777057e-08	2.85309211018512e-05
YNL052W	COX5A	0	0.9706692703	1.49082198566	1.32777979434	1.0470022191996e-08	2.97034529586926e-05
YCL042W	YCL042W	0	6.6666692703	6.16982198566	6.86177979434	1.29002482966164e-08	3.65980044175006e-05
YDL189W	RBS1	0	2.7176692703	2.21282198566	2.73377979434	1.43081318435546e-08	4.05921700401643e-05
YHR218W	YHR218W	0	1.1076692703	0.610821985655	1.42977979434	1.64121137217272e-08	4.65611666285401e-05
YLR462W	YLR462W	0	1.7156692703	1.43782198566	1.86977979434	1.73929780215588e-08	4.93438786471624e-05
YFR035C	YFR035C	0	2.0796692703	0.936821985655	2.28177979434	2.00505421281904e-08	5.68833880176761e-05
YER189W	YER189W	0	1.8046692703	1.46582198566	1.45077979434	2.35573948301848e-08	6.68323291332342e-05
YNL016W	PUB1	0	0.9846692703	1.06082198566	1.21077979434	2.46019754561173e-08	6.97958043690049e-05
YDR366C	YDR366C	0	1.7316692703	1.14182198566	2.05877979434	3.95068041672016e-08	0.000112080803422351
