data/F/000.gpr			data/F/030.gpr			data/F/060.gpr			data/F/180.gpr			
YBL073W	YBL073W	0.0	UBP13	YBL067C	0.513321898171	UBP13	YBL067C	0.201774013854	RPL32	YBL092W	-0.871485761464
SSA3	YBL075C	0.0	AST1	YBL069W	0.0853218981711	AST1	YBL069W	-0.0052259861463	YBL094C	YBL094C	-0.856485761464
MAP2	YBL091C	0.0	YBL073W	YBL073W	0.227321898171	SSA3	YBL075C	-0.319225986146	YBL096C	YBL096C	-0.722485761464
RPL32	YBL092W	0.0	SSA3	YBL075C	0.492321898171	YBL077W	YBL077W	0.816774013854	YBL100C	YBL100C	0.0225142385359
YBL094C	YBL094C	0.0	YBL077W	YBL077W	0.867321898171	MAP2	YBL091C	0.127774013854	YBL112C	YBL112C	0.142514238536
YBL100C	YBL100C	0.0	RPL32	YBL092W	-0.287678101829	RPL32	YBL092W	-0.436225986146	NTH2	YBR001C	-0.205485761464
YBL112C	YBL112C	0.0	YBL094C	YBL094C	-0.337678101829	YBL094C	YBL094C	-0.747225986146	COQ1	YBR003W	0.106514238536
COQ1	YBR003W	0.0	YBL096C	YBL096C	-0.297678101829	YBL096C	YBL096C	-1.17222598615	RCR1	YBR005W	0.132514238536
RCR1	YBR005W	0.0	YBL100C	YBL100C	0.234321898171	BNA4	YBL098W	-0.623225986146	DSF2	YBR007C	0.0195142385359
HHF1	YBR009C	0.0	YBL112C	YBL112C	0.319321898171	YBL112C	YBL112C	0.243774013854	HHF1	YBR009C	-0.954485761464
CHS3	YBR023C	0.0	NTH2	YBR001C	-0.0646781018289	COQ1	YBR003W	-0.252225986146	CHS3	YBR023C	0.285514238536
OLA1	YBR025C	0.0	RCR1	YBR005W	0.359321898171	RCR1	YBR005W	0.221774013854	OLA1	YBR025C	-0.00548576146405
RPL4A	YBR031W	0.0	DSF2	YBR007C	0.345321898171	HHF1	YBR009C	-0.626225986146	RPL4A	YBR031W	-0.403485761464
MXR2	YCL033C	0.0	HHF1	YBR009C	-0.198678101829	CHS3	YBR023C	-0.0402259861463	GRX1	YCL035C	0.659514238536
GRX1	YCL035C	0.0	CHS3	YBR023C	0.166321898171	OLA1	YBR025C	-0.183225986146	GID7	YCL039W	0.120514238536
YCL056C	YCL056C	0.0	OLA1	YBR025C	-0.00967810182891	RPL4A	YBR031W	-0.330225986146	YCL056C	YCL056C	-0.502485761464
HMLALPHA1	YCL066W	0.0	YBR027C	YBR027C	0.379321898171	MXR2	YCL033C	0.188774013854	CHA1	YCL064C	0.197514238536
RVS161	YCR009C	0.0	CDS1	YBR029C	0.866321898171	GRX1	YCL035C	0.418774013854	RVS161	YCR009C	0.549514238536
ADP1	YCR011C	0.0	RPL4A	YBR031W	0.0313218981711	SRO9	YCL037C	-0.0092259861463	RPS14A	YCR031C	-0.638485761464
RPS14A	YCR031C	0.0	MXR2	YCL033C	0.525321898171	YCL056C	YCL056C	-1.71122598615	PHO87	YCR037C	0.548514238536
PHO87	YCR037C	0.0	GRX1	YCL035C	0.504321898171	MRC1	YCL061C	-0.187225986146	MATALPHA2	YCR039C	0.304514238536
