data/A+F/000.gpr			data/A+F/030.gpr			data/A+F/060.gpr			data/A+F/180.gpr			
UBP13	YBL067C	0.0	UBP13	YBL067C	0.0611534452586	UBP13	YBL067C	-0.185796969567	YBL077W	YBL077W	0.0513910276032
AST1	YBL069W	0.0	AST1	YBL069W	-0.846846554741	SSA3	YBL075C	0.714203030433	RPL32	YBL092W	-2.4386089724
YBL073W	YBL073W	0.0	YBL073W	YBL073W	-0.462846554741	MAP2	YBL091C	0.636203030433	YBL112C	YBL112C	-0.0826089723968
SSA3	YBL075C	0.0	SSA3	YBL075C	0.994153445259	RPL32	YBL092W	-0.767796969567	HHF1	YBR009C	-2.9656089724
MAP2	YBL091C	0.0	MAP2	YBL091C	0.487153445259	YBL112C	YBL112C	-0.014796969567	OLA1	YBR025C	0.148391027603
RPL32	YBL092W	0.0	RPL32	YBL092W	-1.12084655474	NTH2	YBR001C	-0.140796969567	RPL4A	YBR031W	-2.6306089724
YBL094C	YBL094C	0.0	YBL094C	YBL094C	-1.10384655474	RCR1	YBR005W	-0.160796969567	GRX1	YCL035C	1.1963910276
YBL096C	YBL096C	0.0	YBL096C	YBL096C	-0.109846554741	HHF1	YBR009C	-1.40979696957	RVS161	YCR009C	0.454391027603
BNA4	YBL098W	0.0	BNA4	YBL098W	-0.359846554741	FUR4	YBR021W	-1.17979696957	ADP1	YCR011C	1.3173910276
YBL100C	YBL100C	0.0	YBL100C	YBL100C	-0.594846554741	CHS3	YBR023C	0.711203030433	RIM1	YCR028C-A	-0.695608972397
YBL112C	YBL112C	0.0	YBL112C	YBL112C	-0.211846554741	OLA1	YBR025C	0.368203030433	RPS14A	YCR031C	-2.6596089724
NTH2	YBR001C	0.0	NTH2	YBR001C	-0.356846554741	CDS1	YBR029C	-1.04379696957	SNT1	YCR033W	-1.0796089724
COQ1	YBR003W	0.0	COQ1	YBR003W	1.13315344526	RPL4A	YBR031W	-1.46179696957	YPD1	YDL235C	-0.113608972397
RCR1	YBR005W	0.0	RCR1	YBR005W	0.142153445259	RRP7	YCL031C	-0.233796969567	AIM6	YDL237W	0.345391027603
DSF2	YBR007C	0.0	DSF2	YBR007C	0.344153445259	MXR2	YCL033C	0.118203030433	AAD4	YDL243C	0.791391027603
HHF1	YBR009C	0.0	HHF1	YBR009C	-1.21684655474	GRX1	YCL035C	1.56620303043	YDR034C-D	YDR034C-D	0.671391027603
FUR4	YBR021W	0.0	FUR4	YBR021W	-0.815846554741	SRO9	YCL037C	-0.452796969567	ARO3	YDR035W	-0.295608972397
CHS3	YBR023C	0.0	CHS3	YBR023C	0.434153445259	GID7	YCL039W	0.170203030433	ENA2	YDR039C	-0.558608972397
OLA1	YBR025C	0.0	OLA1	YBR025C	0.156153445259	YCL056C	YCL056C	-1.31379696957	PST1	YDR055W	0.733391027603
YBR027C	YBR027C	0.0	YBR027C	YBR027C	-0.383846554741	RVS161	YCR009C	1.36220303043	ATP17	YDR377W	-0.239608972397
CDS1	YBR029C	0.0	CDS1	YBR029C	-0.882846554741	ADP1	YCR011C	1.19220303043	YRA1	YDR381W	-0.324608972397
RPL4A	YBR031W	0.0	RPL4A	YBR031W	-1.64584655474	YCR018C-A	YCR018C-A	0.715203030433	NKP1	YDR383C	0.0303910276032
RRP7	YCL031C	0.0	RRP7	YCL031C	-0.117846554741	RIM1	YCR028C-A	0.852203030433	RPN9	YDR427W	1.2833910276
MXR2	YCL033C	0.0	MXR2	YCL033C	0.0701534452586	RPS14A	YCR031C	-0.862796969567	PUP3	YER094C	0.430391027603
GRX1	YCL035C	0.0	GRX1	YCL035C	0.843153445259	SNT1	YCR033W	-0.297796969567	RPS8B	YER102W	-2.8626089724
SRO9	YCL037C	0.0	SRO9	YCL037C	-0.153846554741	RRP43	YCR035C	-0.741796969567	SCS2	YER120W	-0.853608972397
GID7	YCL039W	0.0	GID7	YCL039W	0.716153445259	PHO87	YCR037C	-0.565796969567	SPI1	YER150W	2.5983910276
YCL041C	YCL041C	0.0	YCL056C	YCL056C	-2.54584655474	MATALPHA2	YCR039C	0.688203030433	PAB1	YER165W	-0.106608972397
YCL056C	YCL056C	0.0	MRC1	YCL061C	-0.249846554741	YPD1	YDL235C	1.06020303043	MPT5	YGL178W	0.490391027603
FYV5	YCL058C	0.0	CHA1	YCL064C	-0.182846554741	AIM6	YDL237W	0.601203030433	STR3	YGL184C	0.374391027603
MRC1	YCL061C	0.0	HMLALPHA1	YCL066W	0.528153445259	ADY3	YDL239C	0.327203030433	EMP24	YGL200C	0.697391027603
CHA1	YCL064C	0.0	YCL068C	YCL068C	0.280153445259	AAD4	YDL243C	0.770203030433	ARO8	YGL202W	-0.968608972397
YCL068C	YCL068C	0.0	RVS161	YCR009C	1.11615344526	SNQ2	YDR011W	0.199203030433	CHC1	YGL206C	0.535391027603
RVS161	YCR009C	0.0	ADP1	YCR011C	0.848153445259	GCV1	YDR019C	-1.65779696957	YGR259C	YGR259C	0.371391027603
ADP1	YCR011C	0.0	YCR015C	YCR015C	0.217153445259	YDR034C-D	YDR034C-D	0.968203030433	APL6	YGR261C	0.163391027603
YCR015C	YCR015C	0.0	CWH43	YCR017C	-0.0588465547414	ARO3	YDR035W	0.159203030433	ZUO1	YGR285C	-0.413608972397
CWH43	YCR017C	0.0	YCR018C-A	YCR018C-A	0.648153445259	KRS1	YDR037W	-0.304796969567	RPS20	YHL015W	-3.0626089724
YCR018C-A	YCR018C-A	0.0	RIM1	YCR028C-A	0.719153445259	ENA2	YDR039C	-0.035796969567	RPL8A	YHL033C	-2.8216089724
RIM1	YCR028C-A	0.0	RPS14A	YCR031C	-0.936846554741	RSM10	YDR041W	0.252203030433	RPS24B	YIL069C	-2.8626089724
RPS14A	YCR031C	0.0	SNT1	YCR033W	-0.348846554741	PST1	YDR055W	0.368203030433	KTR7	YIL085C	-0.121608972397
SNT1	YCR033W	0.0	RRP43	YCR035C	0.0831534452586	YOS9	YDR057W	0.164203030433	SEC24	YIL109C	1.0063910276
RRP43	YCR035C	0.0	PHO87	YCR037C	-0.181846554741	UBC5	YDR059C	0.700203030433	RPL16A	YIL133C	-2.5686089724
PHO87	YCR037C	0.0	MATALPHA2	YCR039C	0.604153445259	YDR061W	YDR061W	0.555203030433	YJL225C	YJL225C	0.351391027603
MATALPHA2	YCR039C	0.0	YPD1	YDL235C	0.887153445259	AIM7	YDR063W	0.922203030433	YJR008W	YJR008W	0.368391027603
YPD1	YDL235C	0.0	AIM6	YDL237W	0.388153445259	RRG1	YDR065W	-0.265796969567	YJR027W	YJR027W	-0.0166089723968
AIM6	YDL237W	0.0	ADY3	YDL239C	0.284153445259	YDR352W	YDR352W	-0.303796969567	YJR029W	YJR029W	-0.156608972397
ADY3	YDL239C	0.0	YDL241W	YDL241W	-0.140846554741	SPC110	YDR356W	-0.602796969567	ANB1	YJR047C	-0.609608972397
YDL241W	YDL241W	0.0	AAD4	YDL243C	0.606153445259	GGA1	YDR358W	1.57720303043	OSM1	YJR051W	0.420391027603
HXT15	YDL245C	0.0	HXT15	YDL245C	0.160153445259	TFC6	YDR362C	1.29420303043	HIT1	YJR055W	0.246391027603
SNQ2	YDR011W	0.0	SNQ2	YDR011W	-0.195846554741	ATP17	YDR377W	0.231203030433	SRY1	YKL218C	-0.746608972397
PSF1	YDR013W	0.0	PSF1	YDR013W	0.144153445259	NKP1	YDR383C	0.337203030433	PAU16	YKL224C	1.5503910276
KCS1	YDR017C	0.0	KCS1	YDR017C	0.573153445259	NCB2	YDR397C	0.173203030433	VPS1	YKR001C	0.646391027603
GCV1	YDR019C	0.0	GCV1	YDR019C	-1.36584655474	HPT1	YDR399W	-1.16979696957	ALY1	YKR021W	1.5473910276
FAL1	YDR021W	0.0	FAL1	YDR021W	-0.124846554741	MRP20	YDR405W	0.263203030433	YKR023W	YKR023W	0.697391027603
YDR034C-A	YDR034C-A	0.0	YDR034C-D	YDR034C-D	0.949153445259	TRS120	YDR407C	1.06420303043	RPC37	YKR025W	0.157391027603
YDR034C-D	YDR034C-D	0.0	ARO3	YDR035W	-0.0178465547414	ARO80	YDR421W	-0.063796969567	UTH1	YKR042W	0.0123910276032
ARO3	YDR035W	0.0	KRS1	YDR037W	-0.443846554741	SNX41	YDR425W	0.102203030433	UIP5	YKR044W	-0.00760897239678
KRS1	YDR037W	0.0	ENA2	YDR039C	-0.198846554741	RPN9	YDR427W	1.24120303043	CCP1	YKR066C	0.474391027603
ENA2	YDR039C	0.0	RSM10	YDR041W	0.0121534452586	TIF35	YDR429C	0.226203030433	BET3	YKR068C	0.587391027603
RSM10	YDR041W	0.0	PST1	YDR055W	0.166153445259	PUP3	YER094C	0.929203030433	NOP56	YLR197W	-1.5256089724
PST1	YDR055W	0.0	YOS9	YDR057W	0.506153445259	RPS8B	YER102W	-0.826796969567	IFH1	YLR223C	-0.112608972397
YOS9	YDR057W	0.0	UBC5	YDR059C	0.726153445259	RTT105	YER104W	-1.24279696957	YLR225C	YLR225C	0.963391027603
UBC5	YDR059C	0.0	YDR061W	YDR061W	0.511153445259	SCS2	YER120W	-0.123796969567	YLR227W-B	YLR227W-B	0.489391027603
YDR061W	YDR061W	0.0	AIM7	YDR063W	0.614153445259	GLO3	YER122C	0.766203030433	CDC42	YLR229C	0.432391027603
AIM7	YDR063W	0.0	RRG1	YDR065W	0.645153445259	DSE1	YER124C	-1.24279696957	YLR243W	YLR243W	0.183391027603
RRG1	YDR065W	0.0	YDR352W	YDR352W	-0.0248465547414	NSA2	YER126C	-0.272796969567	CDD1	YLR245C	-0.585608972397
YDR352W	YDR352W	0.0	TRP4	YDR354W	-0.290846554741	MAG1	YER142C	0.454203030433	YEF3	YLR249W	-2.0916089724
SPC110	YDR356W	0.0	SPC110	YDR356W	0.0401534452586	SPT15	YER148W	-0.249796969567	NEJ1	YLR265C	-0.250608972397
GGA1	YDR358W	0.0	GGA1	YDR358W	1.08915344526	SPI1	YER150W	2.02720303043	ARG81	YML099C	-0.392608972397
TFC6	YDR362C	0.0	TFC6	YDR362C	1.48515344526	YER163C	YER163C	0.324203030433	NUP188	YML103C	0.0473910276032
FRQ1	YDR373W	0.0	FRQ1	YDR373W	0.770153445259	PAB1	YER165W	0.499203030433	SEC65	YML105C	0.0753910276032
ATP17	YDR377W	0.0	BCS1	YDR375C	0.146153445259	BCK2	YER167W	0.510203030433	NDI1	YML120C	1.0193910276
RGA2	YDR379W	0.0	ATP17	YDR377W	0.0781534452586	RAD24	YER173W	-0.265796969567	YML122C	YML122C	0.890391027603
YRA1	YDR381W	0.0	RGA2	YDR379W	0.276153445259	INO80	YGL150C	0.925203030433	MSC1	YML128C	3.6363910276
NKP1	YDR383C	0.0	YRA1	YDR381W	0.796153445259	YGL176C	YGL176C	-0.074796969567	ERG5	YMR015C	-0.285608972397
NCB2	YDR397C	0.0	NKP1	YDR383C	0.251153445259	MPT5	YGL178W	0.292203030433	CCS1	YMR038C	0.117391027603
HPT1	YDR399W	0.0	NCB2	YDR397C	0.0731534452586	ATG1	YGL180W	0.495203030433	YET2	YMR040W	3.4673910276
YDR401W	YDR401W	0.0	HPT1	YDR399W	-0.958846554741	STR3	YGL184C	-0.586796969567	DOM34	YNL001W	0.100391027603
DIT1	YDR403W	0.0	YDR401W	YDR401W	-0.621846554741	YIP4	YGL198W	0.326203030433	SIS1	YNL007C	2.1503910276
MRP20	YDR405W	0.0	DIT1	YDR403W	0.248153445259	EMP24	YGL200C	1.56020303043	HHT2	YNL031C	-1.7866089724
TRS120	YDR407C	0.0	MRP20	YDR405W	0.304153445259	ARO8	YGL202W	-0.092796969567	YNL054W-A	YNL054W-A	-0.533608972397
ARO80	YDR421W	0.0	TRS120	YDR407C	0.934153445259	CHC1	YGL206C	0.893203030433	POR1	YNL055C	0.378391027603
CAD1	YDR423C	0.0	ARO80	YDR421W	0.418153445259	SIP2	YGL208W	0.169203030433	TOM7	YNL070W	-0.341608972397
SNX41	YDR425W	0.0	CAD1	YDR423C	0.572153445259	OST5	YGL226C-A	0.304203030433	RNH201	YNL072W	-0.101608972397
RPN9	YDR427W	0.0	SNX41	YDR425W	0.387153445259	VID30	YGL227W	0.416203030433	MLF3	YNL074C	0.581391027603
TIF35	YDR429C	0.0	RPN9	YDR427W	1.10715344526	SAP4	YGL229C	0.757203030433	MKS1	YNL076W	0.171391027603
YDR431W	YDR431W	0.0	TIF35	YDR429C	0.394153445259	EMC4	YGL231C	0.704203030433	PLB3	YOL011W	0.808391027603
PUP3	YER094C	0.0	YDR431W	YDR431W	-0.0418465547414	APL6	YGR261C	0.626203030433	CMK2	YOL016C	1.6383910276
