data/A+D/000.gpr			data/A+D/030.gpr			data/A+D/060.gpr			data/A+D/180.gpr			
UBP13	YBL067C	0.0	SSA3	YBL075C	6.39243454374	SSA3	YBL075C	6.58846472882	UBP13	YBL067C	1.11716294457
AST1	YBL069W	0.0	MAP2	YBL091C	1.26043454374	MAP2	YBL091C	0.883464728821	AST1	YBL069W	1.57216294457
SSA3	YBL075C	0.0	RPL32	YBL092W	-1.41056545626	RPL32	YBL092W	-2.84153527118	SSA3	YBL075C	5.40516294457
MAP2	YBL091C	0.0	BNA4	YBL098W	1.36443454374	YBL112C	YBL112C	0.0284647288205	YBL077W	YBL077W	3.45216294457
RPL32	YBL092W	0.0	YBL112C	YBL112C	0.144434543741	HHF1	YBR009C	-1.35853527118	MAP2	YBL091C	0.646162944571
YBL094C	YBL094C	0.0	NTH2	YBR001C	-0.093565456259	OLA1	YBR025C	1.35246472882	RPL32	YBL092W	-2.25483705543
BNA4	YBL098W	0.0	COQ1	YBR003W	1.56443454374	RPL4A	YBR031W	-2.16353527118	YBL096C	YBL096C	0.548162944571
YBL112C	YBL112C	0.0	RCR1	YBR005W	1.92943454374	MXR2	YCL033C	1.01646472882	BNA4	YBL098W	0.333162944571
RCR1	YBR005W	0.0	DSF2	YBR007C	1.43943454374	GRX1	YCL035C	2.08746472882	YBL112C	YBL112C	0.166162944571
DSF2	YBR007C	0.0	HHF1	YBR009C	-0.583565456259	YCR018C-A	YCR018C-A	0.602464728821	NTH2	YBR001C	-0.493837055429
HHF1	YBR009C	0.0	FUR4	YBR021W	0.230434543741	RIM1	YCR028C-A	-0.0375352711795	COQ1	YBR003W	1.23116294457
CHS3	YBR023C	0.0	CHS3	YBR023C	0.990434543741	RPS14A	YCR031C	-2.38053527118	RCR1	YBR005W	1.90716294457
OLA1	YBR025C	0.0	OLA1	YBR025C	1.97843454374	SNT1	YCR033W	-0.130535271179	HHF1	YBR009C	-1.89783705543
YBR027C	YBR027C	0.0	YBR027C	YBR027C	1.11743454374	MATALPHA2	YCR039C	1.61446472882	CHS3	YBR023C	0.457162944571
CDS1	YBR029C	0.0	CDS1	YBR029C	-0.370565456259	YPD1	YDL235C	0.880464728821	OLA1	YBR025C	1.01516294457
RPL4A	YBR031W	0.0	RPL4A	YBR031W	-1.23256545626	AIM6	YDL237W	0.692464728821	YBR027C	YBR027C	0.554162944571
RRP7	YCL031C	0.0	RRP7	YCL031C	0.631434543741	AAD4	YDL243C	1.01446472882	CDS1	YBR029C	-0.115837055429
MXR2	YCL033C	0.0	MXR2	YCL033C	1.78543454374	SNQ2	YDR011W	1.51646472882	RPL4A	YBR031W	-1.56283705543
GRX1	YCL035C	0.0	GRX1	YCL035C	2.00143454374	YDR034C-D	YDR034C-D	0.415464728821	MXR2	YCL033C	2.05216294457
SRO9	YCL037C	0.0	SRO9	YCL037C	-0.287565456259	ARO3	YDR035W	-0.263535271179	GRX1	YCL035C	1.79516294457
GID7	YCL039W	0.0	GID7	YCL039W	2.23443454374	KRS1	YDR037W	-0.527535271179	GID7	YCL039W	2.08416294457
YCL056C	YCL056C	0.0	YCL056C	YCL056C	0.111434543741	ENA2	YDR039C	0.650464728821	YCL041C	YCL041C	2.83216294457
MRC1	YCL061C	0.0	RVS161	YCR009C	1.45843454374	RSM10	YDR041W	0.976464728821	YCL056C	YCL056C	3.12216294457
RVS161	YCR009C	0.0	ADP1	YCR011C	1.88543454374	PST1	YDR055W	0.964464728821	FYV5	YCL058C	1.43616294457
ADP1	YCR011C	0.0	YCR018C-A	YCR018C-A	1.32143454374	YOS9	YDR057W	0.707464728821	MRC1	YCL061C	-0.336837055429
YCR018C-A	YCR018C-A	0.0	RIM1	YCR028C-A	0.689434543741	UBC5	YDR059C	1.72846472882	HMLALPHA1	YCL066W	1.98216294457
RIM1	YCR028C-A	0.0	RPS14A	YCR031C	-0.892565456259	AIM7	YDR063W	1.04146472882	RVS161	YCR009C	1.21816294457
RPS14A	YCR031C	0.0	SNT1	YCR033W	0.695434543741	ATP17	YDR377W	0.489464728821	ADP1	YCR011C	1.14916294457
SNT1	YCR033W	0.0	RRP43	YCR035C	0.894434543741	NKP1	YDR383C	0.908464728821	YCR015C	YCR015C	0.659162944571
RRP43	YCR035C	0.0	PHO87	YCR037C	1.44643454374	NCB2	YDR397C	0.776464728821	RIM1	YCR028C-A	-0.351837055429
PHO87	YCR037C	0.0	MATALPHA2	YCR039C	2.09543454374	HPT1	YDR399W	-1.33853527118	RPS14A	YCR031C	-2.00083705543
MATALPHA2	YCR039C	0.0	YPD1	YDL235C	1.25043454374	TRS120	YDR407C	1.36246472882	SNT1	YCR033W	-0.316837055429
YPD1	YDL235C	0.0	AIM6	YDL237W	0.895434543741	RPN9	YDR427W	0.724464728821	RRP43	YCR035C	0.490162944571
AIM6	YDL237W	0.0	AAD4	YDL243C	1.32643454374	RPS8B	YER102W	-3.02453527118	PHO87	YCR037C	0.903162944571
ADY3	YDL239C	0.0	SNQ2	YDR011W	2.09443454374	SCS2	YER120W	0.304464728821	MATALPHA2	YCR039C	1.85416294457
AAD4	YDL243C	0.0	PSF1	YDR013W	1.38343454374	SPT15	YER148W	0.0324647288205	YPD1	YDL235C	0.893162944571
SNQ2	YDR011W	0.0	KCS1	YDR017C	1.10143454374	SPI1	YER150W	5.95446472882	AIM6	YDL237W	0.459162944571
PSF1	YDR013W	0.0	GCV1	YDR019C	-2.38356545626	PAB1	YER165W	-0.319535271179	ADY3	YDL239C	1.08616294457
