data/A+B/000.gpr			data/A+B/030.gpr			data/A+B/060.gpr			data/A+B/180.gpr			
AST1	YBL069W	0.0	UBP13	YBL067C	-0.509653750597	UBP13	YBL067C	-0.0537828494046	SSA3	YBL075C	2.45895026754
YBL073W	YBL073W	0.0	AST1	YBL069W	0.209346249403	RPL32	YBL092W	-0.786782849405	MAP2	YBL091C	-0.0360497324557
SSA3	YBL075C	0.0	SSA3	YBL075C	0.567346249403	YBL094C	YBL094C	-0.528782849405	YBL100C	YBL100C	0.0769502675443
MAP2	YBL091C	0.0	RPL32	YBL092W	-1.1716537506	YBL096C	YBL096C	-0.810782849405	YBL112C	YBL112C	0.396950267544
RPL32	YBL092W	0.0	YBL112C	YBL112C	-0.319653750597	BNA4	YBL098W	-1.1487828494	RCR1	YBR005W	1.25295026754
YBL100C	YBL100C	0.0	NTH2	YBR001C	-1.0366537506	YBL100C	YBL100C	-0.848782849405	HHF1	YBR009C	-1.49504973246
YBL112C	YBL112C	0.0	RCR1	YBR005W	0.388346249403	YBL112C	YBL112C	-0.631782849405	OLA1	YBR025C	0.752950267544
NTH2	YBR001C	0.0	HHF1	YBR009C	-1.1846537506	NTH2	YBR001C	-0.878782849405	RPL4A	YBR031W	-0.850049732456
COQ1	YBR003W	0.0	FUR4	YBR021W	-0.321653750597	COQ1	YBR003W	0.0362171505954	GRX1	YCL035C	1.40195026754
RCR1	YBR005W	0.0	OLA1	YBR025C	-0.346653750597	RCR1	YBR005W	-0.313782849405	SRO9	YCL037C	0.613950267544
HHF1	YBR009C	0.0	RPL4A	YBR031W	-1.1726537506	DSF2	YBR007C	-0.470782849405	RVS161	YCR009C	0.760950267544
CHS3	YBR023C	0.0	MXR2	YCL033C	0.317346249403	HHF1	YBR009C	-1.8737828494	ADP1	YCR011C	1.22295026754
OLA1	YBR025C	0.0	GRX1	YCL035C	0.812346249403	FUR4	YBR021W	-0.966782849405	RPS14A	YCR031C	-0.846049732456
YBR027C	YBR027C	0.0	SRO9	YCL037C	0.00434624940335	CHS3	YBR023C	-0.934782849405	MATALPHA2	YCR039C	0.653950267544
CDS1	YBR029C	0.0	YCL056C	YCL056C	1.0893462494	OLA1	YBR025C	0.108217150595	YPD1	YDL235C	0.879950267544
RPL4A	YBR031W	0.0	HMLALPHA1	YCL066W	0.0683462494033	RPL4A	YBR031W	-0.913782849405	HXT15	YDL245C	-0.0040497324557
