data/G/000.gpr			data/G/030.gpr			data/G/060.gpr			data/G/180.gpr			
UBP13	YBL067C	0.0	UBP13	YBL067C	-0.1813307297	UBP13	YBL067C	0.454821985655	UBP13	YBL067C	0.339779794337
AST1	YBL069W	0.0	AST1	YBL069W	-0.1983307297	AST1	YBL069W	0.414821985655	AST1	YBL069W	-0.0532202056632
YBL073W	YBL073W	0.0	SSA3	YBL075C	-0.2423307297	YBL073W	YBL073W	-0.0761780143448	SSA3	YBL075C	0.131779794337
SSA3	YBL075C	0.0	YBL077W	YBL077W	-0.0203307297003	SSA3	YBL075C	0.533821985655	MAP2	YBL091C	-0.372220205663
MAP2	YBL091C	0.0	MAP2	YBL091C	-0.4153307297	MAP2	YBL091C	0.244821985655	RPL32	YBL092W	-1.50222020566
RPL32	YBL092W	0.0	RPL32	YBL092W	-1.0963307297	RPL32	YBL092W	-1.02217801434	YBL094C	YBL094C	-1.52022020566
YBL094C	YBL094C	0.0	YBL094C	YBL094C	-1.2663307297	YBL096C	YBL096C	-0.689178014345	YBL096C	YBL096C	-0.664220205663
YBL096C	YBL096C	0.0	BNA4	YBL098W	-0.4303307297	BNA4	YBL098W	0.146821985655	BNA4	YBL098W	-0.180220205663
BNA4	YBL098W	0.0	YBL100C	YBL100C	-0.7153307297	YBL112C	YBL112C	0.594821985655	YBL112C	YBL112C	0.828779794337
YBL112C	YBL112C	0.0	YBL112C	YBL112C	0.5856692703	NTH2	YBR001C	-0.365178014345	NTH2	YBR001C	-0.761220205663
NTH2	YBR001C	0.0	NTH2	YBR001C	-0.8903307297	COQ1	YBR003W	0.391821985655	COQ1	YBR003W	0.134779794337
COQ1	YBR003W	0.0	COQ1	YBR003W	-0.0843307297003	RCR1	YBR005W	0.827821985655	RCR1	YBR005W	0.272779794337
RCR1	YBR005W	0.0	RCR1	YBR005W	0.3986692703	DSF2	YBR007C	0.112821985655	DSF2	YBR007C	-0.246220205663
DSF2	YBR007C	0.0	DSF2	YBR007C	-0.2113307297	HHF1	YBR009C	-2.70217801434	HHF1	YBR009C	-3.20022020566
HHF1	YBR009C	0.0	HHF1	YBR009C	-3.0223307297	FUR4	YBR021W	-0.703178014345	FUR4	YBR021W	-1.06522020566
FUR4	YBR021W	0.0	FUR4	YBR021W	-1.4793307297	CHS3	YBR023C	-0.0111780143448	CHS3	YBR023C	-0.432220205663
CHS3	YBR023C	0.0	CHS3	YBR023C	-0.4983307297	OLA1	YBR025C	0.347821985655	OLA1	YBR025C	-0.0962202056632
OLA1	YBR025C	0.0	OLA1	YBR025C	-0.1483307297	CDS1	YBR029C	0.357821985655	YBR027C	YBR027C	-0.517220205663
YBR027C	YBR027C	0.0	YBR027C	YBR027C	-0.7983307297	RPL4A	YBR031W	-1.70717801434	CDS1	YBR029C	-0.0912202056632
CDS1	YBR029C	0.0	CDS1	YBR029C	-0.3723307297	RRP7	YCL031C	-0.370178014345	RPL4A	YBR031W	-2.11822020566
RPL4A	YBR031W	0.0	RPL4A	YBR031W	-1.5043307297	MXR2	YCL033C	0.821821985655	RRP7	YCL031C	-0.669220205663
RRP7	YCL031C	0.0	RRP7	YCL031C	-0.8353307297	GRX1	YCL035C	0.851821985655	MXR2	YCL033C	0.339779794337
MXR2	YCL033C	0.0	MXR2	YCL033C	-0.1693307297	SRO9	YCL037C	1.17582198566	GRX1	YCL035C	0.431779794337
GRX1	YCL035C	0.0	GRX1	YCL035C	0.1356692703	GID7	YCL039W	1.30282198566	SRO9	YCL037C	1.23077979434
SRO9	YCL037C	0.0	SRO9	YCL037C	1.1266692703	YCL056C	YCL056C	-0.688178014345	GID7	YCL039W	0.858779794337
GID7	YCL039W	0.0	GID7	YCL039W	0.6726692703	MRC1	YCL061C	-0.289178014345	YCL041C	YCL041C	0.535779794337
YCL056C	YCL056C	0.0	YCL041C	YCL041C	0.3516692703	HMLALPHA1	YCL066W	0.308821985655	YCL056C	YCL056C	-0.678220205663
MRC1	YCL061C	0.0	YCL056C	YCL056C	-0.9913307297	YCL068C	YCL068C	1.78482198566	FYV5	YCL058C	0.636779794337
CHA1	YCL064C	0.0	MRC1	YCL061C	-0.6153307297	RVS161	YCR009C	0.642821985655	MRC1	YCL061C	-0.387220205663
HMLALPHA1	YCL066W	0.0	CHA1	YCL064C	-0.3643307297	ADP1	YCR011C	0.579821985655	CHA1	YCL064C	-0.369220205663
RVS161	YCR009C	0.0	HMLALPHA1	YCL066W	0.1886692703	YCR015C	YCR015C	1.10182198566	HMLALPHA1	YCL066W	0.159779794337
ADP1	YCR011C	0.0	RVS161	YCR009C	0.2716692703	CWH43	YCR017C	-0.00117801434477	YCL068C	YCL068C	1.81677979434
YCR015C	YCR015C	0.0	ADP1	YCR011C	0.0386692702997	RIM1	YCR028C-A	-0.398178014345	RVS161	YCR009C	0.302779794337
CWH43	YCR017C	0.0	YCR013C	YCR013C	0.4786692703	RPS14A	YCR031C	-0.624178014345	ADP1	YCR011C	0.150779794337
YCR018C-A	YCR018C-A	0.0	YCR015C	YCR015C	0.8096692703	SNT1	YCR033W	-0.183178014345	YCR015C	YCR015C	0.933779794337
RIM1	YCR028C-A	0.0	CWH43	YCR017C	-0.2513307297	RRP43	YCR035C	-0.429178014345	CWH43	YCR017C	-0.145220205663
RPS14A	YCR031C	0.0	RIM1	YCR028C-A	-1.0313307297	PHO87	YCR037C	-0.00417801434477	YCR018C-A	YCR018C-A	0.374779794337
SNT1	YCR033W	0.0	RPS14A	YCR031C	-0.7553307297	MATALPHA2	YCR039C	0.428821985655	RIM1	YCR028C-A	-0.851220205663
RRP43	YCR035C	0.0	SNT1	YCR033W	-0.7523307297	AIM6	YDL237W	0.418821985655	RPS14A	YCR031C	-1.13022020566
PHO87	YCR037C	0.0	RRP43	YCR035C	-0.8693307297	ADY3	YDL239C	0.634821985655	SNT1	YCR033W	-0.646220205663
MATALPHA2	YCR039C	0.0	PHO87	YCR037C	-0.4943307297	AAD4	YDL243C	1.53182198566	RRP43	YCR035C	-0.814220205663
YPD1	YDL235C	0.0	MATALPHA2	YCR039C	-0.0753307297003	HXT15	YDL245C	0.958821985655	PHO87	YCR037C	-0.288220205663
AIM6	YDL237W	0.0	YPD1	YDL235C	0.0656692702997	SNQ2	YDR011W	2.54582198566	MATALPHA2	YCR039C	0.0687797943368
ADY3	YDL239C	0.0	AIM6	YDL237W	0.00766927029969	PSF1	YDR013W	-0.397178014345	YPD1	YDL235C	0.0817797943368
YDL241W	YDL241W	0.0	ADY3	YDL239C	-0.0453307297003	KCS1	YDR017C	-0.161178014345	AIM6	YDL237W	-0.102220205663
AAD4	YDL243C	0.0	YDL241W	YDL241W	-0.5203307297	GCV1	YDR019C	1.75982198566	ADY3	YDL239C	0.232779794337
HXT15	YDL245C	0.0	AAD4	YDL243C	0.9206692703	FAL1	YDR021W	0.229821985655	YDL241W	YDL241W	-0.157220205663
SNQ2	YDR011W	0.0	HXT15	YDL245C	0.6016692703	YDR034C-D	YDR034C-D	0.680821985655	AAD4	YDL243C	1.23777979434
PSF1	YDR013W	0.0	SNQ2	YDR011W	2.2016692703	ARO3	YDR035W	1.24482198566	HXT15	YDL245C	0.755779794337
KCS1	YDR017C	0.0	PSF1	YDR013W	-0.6493307297	KRS1	YDR037W	0.00982198565523	SNQ2	YDR011W	2.29177979434
GCV1	YDR019C	0.0	KCS1	YDR017C	-0.7133307297	ENA2	YDR039C	-0.473178014345	PSF1	YDR013W	-0.688220205663
FAL1	YDR021W	0.0	GCV1	YDR019C	1.2696692703	RSM10	YDR041W	0.869821985655	KCS1	YDR017C	-0.541220205663
YDR034C-D	YDR034C-D	0.0	FAL1	YDR021W	-0.2513307297	PST1	YDR055W	1.68182198566	GCV1	YDR019C	1.48977979434
ARO3	YDR035W	0.0	YDR034C-D	YDR034C-D	0.4826692703	YOS9	YDR057W	1.14682198566	FAL1	YDR021W	0.0977797943368
KRS1	YDR037W	0.0	ARO3	YDR035W	1.4386692703	UBC5	YDR059C	1.83782198566	YDR034C-A	YDR034C-A	0.740779794337
ENA2	YDR039C	0.0	KRS1	YDR037W	-0.3083307297	YDR061W	YDR061W	0.380821985655	YDR034C-D	YDR034C-D	0.460779794337
RSM10	YDR041W	0.0	ENA2	YDR039C	-0.8693307297	AIM7	YDR063W	0.100821985655	ARO3	YDR035W	0.982779794337
PST1	YDR055W	0.0	RSM10	YDR041W	0.5026692703	RRG1	YDR065W	1.69582198566	KRS1	YDR037W	-0.298220205663
YOS9	YDR057W	0.0	PST1	YDR055W	0.7086692703	YDR352W	YDR352W	0.0778219856552	ENA2	YDR039C	-0.816220205663
UBC5	YDR059C	0.0	YOS9	YDR057W	0.4146692703	TRP4	YDR354W	0.347821985655	RSM10	YDR041W	0.343779794337
YDR061W	YDR061W	0.0	UBC5	YDR059C	0.8116692703	SPC110	YDR356W	0.188821985655	PST1	YDR055W	1.21477979434
AIM7	YDR063W	0.0	YDR061W	YDR061W	-0.1943307297	GGA1	YDR358W	1.49182198566	YOS9	YDR057W	0.740779794337
YDR352W	YDR352W	0.0	AIM7	YDR063W	-0.4533307297	TFC6	YDR362C	-0.0921780143448	UBC5	YDR059C	1.31477979434
TRP4	YDR354W	0.0	RRG1	YDR065W	1.2756692703	FRQ1	YDR373W	0.206821985655	YDR061W	YDR061W	-0.123220205663
SPC110	YDR356W	0.0	YDR352W	YDR352W	-0.4053307297	BCS1	YDR375C	0.907821985655	AIM7	YDR063W	-0.344220205663
GGA1	YDR358W	0.0	TRP4	YDR354W	0.0766692702997	ATP17	YDR377W	0.814821985655	RRG1	YDR065W	1.41377979434
TFC6	YDR362C	0.0	SPC110	YDR356W	-0.2323307297	RGA2	YDR379W	0.723821985655	YDR352W	YDR352W	-0.312220205663
FRQ1	YDR373W	0.0	GGA1	YDR358W	1.1386692703	YRA1	YDR381W	0.459821985655	TRP4	YDR354W	-0.0792202056632
BCS1	YDR375C	0.0	OPI7	YDR360W	0.6246692703	NKP1	YDR383C	-0.314178014345	SPC110	YDR356W	-0.213220205663
ATP17	YDR377W	0.0	TFC6	YDR362C	-0.5533307297	NCB2	YDR397C	0.0498219856552	GGA1	YDR358W	1.16777979434
RGA2	YDR379W	0.0	FRQ1	YDR373W	-0.3523307297	HPT1	YDR399W	-0.270178014345	TFC6	YDR362C	-0.462220205663
YRA1	YDR381W	0.0	BCS1	YDR375C	0.5126692703	YDR401W	YDR401W	0.0958219856552	FRQ1	YDR373W	-0.213220205663
NKP1	YDR383C	0.0	ATP17	YDR377W	0.1846692703	DIT1	YDR403W	0.432821985655	BCS1	YDR375C	0.707779794337
NCB2	YDR397C	0.0	RGA2	YDR379W	0.2116692703	MRP20	YDR405W	1.53282198566	ATP17	YDR377W	0.440779794337
HPT1	YDR399W	0.0	YRA1	YDR381W	0.1116692703	TRS120	YDR407C	0.0318219856552	RGA2	YDR379W	0.387779794337
YDR401W	YDR401W	0.0	NKP1	YDR383C	-0.7583307297	ARO80	YDR421W	0.590821985655	YRA1	YDR381W	0.0147797943368
DIT1	YDR403W	0.0	NCB2	YDR397C	-0.5383307297	CAD1	YDR423C	0.950821985655	NKP1	YDR383C	-0.862220205663
MRP20	YDR405W	0.0	HPT1	YDR399W	-0.9693307297	SNX41	YDR425W	0.727821985655	NCB2	YDR397C	-0.253220205663
TRS120	YDR407C	0.0	YDR401W	YDR401W	-0.3483307297	RPN9	YDR427W	0.945821985655	HPT1	YDR399W	-0.675220205663
ARO80	YDR421W	0.0	DIT1	YDR403W	-0.1873307297	TIF35	YDR429C	-0.00417801434477	YDR401W	YDR401W	-0.506220205663
CAD1	YDR423C	0.0	MRP20	YDR405W	0.5906692703	PUP3	YER094C	0.560821985655	DIT1	YDR403W	0.0777797943368
SNX41	YDR425W	0.0	TRS120	YDR407C	-0.5253307297	SHC1	YER096W	1.00082198566	MRP20	YDR405W	0.710779794337
