ID	Name	t0	t30	pval
YER039C	HVG1	0	1.98743454374	0.000643086816720257
YER056C	FCY2	0	-1.91256545626	0.000643086816720257
YGR237C	YGR237C	0	1.88043454374	0.000643086816720257
YLR109W	AHP1	0	1.89943454374	0.000643086816720257
YMR307W	GAS1	0	-1.95156545626	0.000643086816720257
YPL143W	RPL33A	0	-2.04456545626	0.000643086816720257
YPR160W	GPH1	0	1.88143454374	0.000643086816720257
YDR513W	GRX2	0	2.01343454374	0.000643086816720257
YBR222C	PCS60	0	1.86343454374	0.000643086816720257
YER102W	RPS8B	0	-1.73656545626	0.000771704180064309
YNL220W	ADE12	0	-1.73656545626	0.000771704180064309
YHR080C	YHR080C	0	1.74543454374	0.000771704180064309
YBL050W	SEC17	0	1.72143454374	0.000771704180064309
YDL165W	CDC36	0	-1.72256545626	0.000771704180064309
YDR141C	DOP1	0	1.72243454374	0.000771704180064309
YHL015W	RPS20	0	-1.64456545626	0.00090032154340836
YIL133C	RPL16A	0	-1.65956545626	0.00090032154340836
YIL139C	REV7	0	1.64743454374	0.00090032154340836
YIL143C	SSL2	0	1.65043454374	0.00090032154340836
YDL093W	PMT5	0	-1.69956545626	0.00090032154340836
YKL096W-A	CWP2	0	-1.67956545626	0.00090032154340836
YNL200C	YNL200C	0	1.65043454374	0.00090032154340836
YOR018W	ROD1	0	1.70843454374	0.00090032154340836
YDR447C	RPS17B	0	-1.68756545626	0.00090032154340836
YFL025C	BST1	0	1.64643454374	0.00090032154340836
YHR054C	YHR054C	0	1.70543454374	0.00090032154340836
YGL058W	RAD6	0	1.69443454374	0.00090032154340836
YGR235C	YGR235C	0	1.66943454374	0.00090032154340836
YNL005C	MRP7	0	1.61943454374	0.00102893890675241
YMR173W-A	YMR173W-A	0	1.58643454374	0.00102893890675241
YJR045C	SSC1	0	1.63043454374	0.00102893890675241
YKL065C	YET1	0	1.60343454374	0.00102893890675241
YDR471W	RPL27B	0	-1.59756545626	0.00102893890675241
YDR063W	AIM7	0	1.58043454374	0.00115755627009646
YKL067W	YNK1	0	1.58043454374	0.00115755627009646
YGR034W	RPL26B	0	-1.57256545626	0.00115755627009646
YIR004W	DJP1	0	1.56943454374	0.00115755627009646
YOR204W	DED1	0	1.56043454374	0.00128617363344051
YLL029W	FRA1	0	1.53443454374	0.00154340836012862
YBR071W	YBR071W	0	1.52843454374	0.00167202572347267
YDR399W	HPT1	0	-1.48756545626	0.00192926045016077
YGL206C	CHC1	0	1.50143454374	0.00192926045016077
YJR103W	URA8	0	1.48743454374	0.00192926045016077
YKR094C	RPL40B	0	-1.49656545626	0.00192926045016077
YKL195W	MIA40	0	1.49243454374	0.00192926045016077
YPL087W	YDC1	0	1.48043454374	0.00192926045016077
YPL095C	EEB1	0	1.49243454374	0.00192926045016077
YOL016C	CMK2	0	1.46443454374	0.00205787781350482
YFR014C	CMK1	0	1.45843454374	0.00205787781350482
YPL109C	YPL109C	0	1.45243454374	0.00205787781350482
YIR037W	HYR1	0	1.45043454374	0.00218649517684887
YPR176C	BET2	0	1.44243454374	0.00231511254019293
YLR359W	ADE13	0	-1.42356545626	0.00257234726688103
YBL092W	RPL32	0	-1.41056545626	0.00282958199356913
YBR139W	YBR139W	0	1.39443454374	0.00282958199356913
YDR135C	YCF1	0	1.40543454374	0.00282958199356913
YKL224C	PAU16	0	1.37843454374	0.00295819935691318
YFR049W	YMR31	0	1.38143454374	0.00295819935691318
YNL037C	IDH1	0	1.38443454374	0.00295819935691318
YMR185W	YMR185W	0	1.38243454374	0.00295819935691318
YDL243C	AAD4	0	1.32643454374	0.00308681672025723
YNL055C	POR1	0	1.34343454374	0.00308681672025723
YPL206C	PGC1	0	1.36943454374	0.00308681672025723
YGL036W	YGL036W	0	1.35143454374	0.00308681672025723
YLR185W	RPL37A	0	-1.34856545626	0.00308681672025723
YGR118W	RPS23A	0	-1.36656545626	0.00308681672025723
YJL096W	MRPL49	0	1.34043454374	0.00308681672025723
YBR125C	PTC4	0	1.35343454374	0.00308681672025723
YDR159W	SAC3	0	1.31143454374	0.00308681672025723
YHR028C	DAP2	0	1.31143454374	0.00308681672025723
YDL213C	NOP6	0	-1.34256545626	0.00308681672025723
YOR128C	ADE2	0	-1.31556545626	0.00308681672025723
YPR174C	YPR174C	0	1.31243454374	0.00308681672025723
YDR041W	RSM10	0	1.28043454374	0.00321543408360129
YLR249W	YEF3	0	-1.29356545626	0.00321543408360129
YDR473C	PRP3	0	-1.29956545626	0.00321543408360129
YOL133W	HRT1	0	1.26743454374	0.00334405144694534
YBL091C	MAP2	0	1.26043454374	0.00347266881028939
YDL235C	YPD1	0	1.25043454374	0.00347266881028939
YGR269W	YGR269W	0	1.25143454374	0.00347266881028939
YNL074C	MLF3	0	1.25743454374	0.00347266881028939
YLR390W-A	CCW14	0	1.25143454374	0.00347266881028939
YMR058W	FET3	0	1.26143454374	0.00347266881028939
YDR383C	NKP1	0	1.24543454374	0.00360128617363344
YBR031W	RPL4A	0	-1.23256545626	0.00372990353697749
YKR048C	NAP1	0	1.23943454374	0.00372990353697749
YMR325W	PAU19	0	1.22543454374	0.00372990353697749
YJL064W	YJL064W	0	1.21443454374	0.00372990353697749
YLR454W	FMP27	0	1.22443454374	0.00372990353697749
YOR036W	PEP12	0	1.23243454374	0.00372990353697749
YDL081C	RPP1A	0	-1.23856545626	0.00372990353697749
YFR010W	UBP6	0	1.21543454374	0.00372990353697749
YMR056C	AAC1	0	1.23443454374	0.00372990353697749
YOR270C	VPH1	0	1.23443454374	0.00372990353697749
YDL219W	DTD1	0	-1.20956545626	0.00372990353697749
YGL198W	YIP4	0	1.20543454374	0.00385852090032154
YLR113W	HOG1	0	1.20643454374	0.00385852090032154
YOR178C	GAC1	0	1.20143454374	0.00398713826366559
YKR068C	BET3	0	1.20043454374	0.00411575562700965
YPL232W	SSO1	0	1.20043454374	0.00411575562700965
YDR397C	NCB2	0	1.19143454374	0.0042443729903537
YDL113C	ATG20	0	1.18643454374	0.00437299035369775
YJL070C	YJL070C	0	1.18743454374	0.00437299035369775
YBL002W	HTB2	0	-1.18456545626	0.00437299035369775
YKR038C	KAE1	0	1.16843454374	0.0045016077170418
YML124C	TUB3	0	1.18143454374	0.0045016077170418
YFR024C	YFR024C	0	1.17743454374	0.0045016077170418
YIL051C	MMF1	0	1.16443454374	0.0045016077170418
YMR054W	STV1	0	1.17243454374	0.0045016077170418
YDR247W	VHS1	0	1.15443454374	0.0047588424437299
YLR292C	SEC72	0	1.15543454374	0.0047588424437299
YDR427W	RPN9	0	1.15143454374	0.00488745980707395
YDR155C	CPR1	0	1.15243454374	0.00488745980707395
YGR215W	RSM27	0	1.15243454374	0.00488745980707395
YOR010C	TIR2	0	1.14043454374	0.00540192926045016
YGR102C	YGR102C	0	1.13043454374	0.00565916398713826
YLR393W	ATP10	0	1.13343454374	0.00565916398713826
YGR147C	NAT2	0	1.12143454374	0.00591639871382637
YBR212W	NGR1	0	1.11643454374	0.00604501607717042
YOL048C	RRT8	0	1.11843454374	0.00604501607717042
YJL021C	YJL021C	0	1.11343454374	0.00617363344051447
YDR039C	ENA2	0	1.10343454374	0.00630225080385852
YOL159C	YOL159C	0	1.10543454374	0.00630225080385852
YML075C	HMG1	0	1.10743454374	0.00630225080385852
YIL129C	TAO3	0	1.09543454374	0.00655948553054662
YOR230W	WTM1	0	1.08943454374	0.00681672025723473
YPL184C	MRN1	0	1.09043454374	0.00681672025723473
YHR098C	SFB3	0	1.08743454374	0.00681672025723473
YIL059C	YIL059C	0	1.08643454374	0.00681672025723473
YEL039C	CYC7	0	1.08543454374	0.00681672025723473
YBR286W	APE3	0	1.07943454374	0.00681672025723473
YMR313C	TGL3	0	1.09143454374	0.00681672025723473
YOR176W	HEM15	0	1.07543454374	0.00694533762057878
YDR328C	SKP1	0	1.07343454374	0.00720257234726688
YGL231C	EMC4	0	1.06243454374	0.00733118971061093
YIL137C	TMA108	0	1.05343454374	0.00733118971061093
YOR226C	ISU2	0	1.04843454374	0.00733118971061093
YGR149W	YGR149W	0	1.06043454374	0.00733118971061093
YEL060C	PRB1	0	1.05143454374	0.00733118971061093
YLR312C	YLR312C	0	-1.05156545626	0.00733118971061093
YOL109W	ZEO1	0	1.06043454374	0.00733118971061093
YJL158C	CIS3	0	-1.06256545626	0.00733118971061093
YBR111C	YSA1	0	1.05843454374	0.00733118971061093
YMR116C	ASC1	0	-1.04656545626	0.00733118971061093
YJL104W	PAM16	0	1.03643454374	0.00745980707395498
YJL068C	YJL068C	0	1.03843454374	0.00745980707395498
YGR060W	ERG25	0	-1.04256545626	0.00745980707395498
YMR086W	YMR086W	0	1.03743454374	0.00745980707395498
YJR008W	YJR008W	0	1.02843454374	0.00797427652733119
YIL045W	PIG2	0	1.02743454374	0.00797427652733119
YBR164C	ARL1	0	1.02243454374	0.00810289389067524
YEL045C	YEL045C	0	1.02343454374	0.00810289389067524
YBR234C	ARC40	0	1.02443454374	0.00810289389067524
YGR122C-A	YGR122C-A	0	1.01843454374	0.00823151125401929
YJL084C	ALY2	0	1.02043454374	0.00823151125401929
YJR127C	RSF2	0	1.00743454374	0.00861736334405145
YLR037C	PAU23	0	0.999434543741	0.00913183279742765
YER117W	RPL23B	0	-1.00556545626	0.00913183279742765
YPR129W	SCD6	0	1.00143454374	0.00913183279742765
YFR002W	NIC96	0	1.00143454374	0.00913183279742765
YHR050W	SMF2	0	1.00543454374	0.00913183279742765
YPL135W	ISU1	0	1.00143454374	0.00913183279742765
YPL259C	APM1	0	0.978434543741	0.00938906752411576
YDL229W	SSB1	0	-0.974565456259	0.00964630225080386
YIL039W	TED1	0	0.974434543741	0.00964630225080386
YIL115C	NUP159	0	0.971434543741	0.00990353697749196
YFL021W	GAT1	0	0.971434543741	0.00990353697749196
YFL062W	COS4	0	0.965434543741	0.0102893890675241
YKR042W	UTH1	0	0.957434543741	0.0109324758842444
YGR267C	FOL2	0	0.953434543741	0.0111897106109325
YIL041W	GVP36	0	0.950434543741	0.0114469453376206
YLR375W	STP3	0	0.949434543741	0.0115755627009646
YLR361C	DCR2	0	0.949434543741	0.0115755627009646
YFR004W	RPN11	0	0.944434543741	0.0117041800643087
YNL156C	NSG2	0	0.940434543741	0.0119614147909968
YDL004W	ATP16	0	0.934434543741	0.0127331189710611
YOR272W	YTM1	0	0.923434543741	0.0131189710610932
YNL180C	RHO5	0	-0.919565456259	0.0132475884244373
YPL139C	UME1	0	0.919434543741	0.0132475884244373
YLR043C	TRX1	0	0.915434543741	0.0133762057877814
YNL070W	TOM7	0	0.914434543741	0.0136334405144695
YOL038W	PRE6	0	0.908434543741	0.0140192926045016
YPL085W	SEC16	0	0.905434543741	0.0142765273311897
YJL110C	GZF3	0	0.903434543741	0.0144051446945338
YDL237W	AIM6	0	0.895434543741	0.0151768488745981
YOR234C	RPL33B	0	-0.895565456259	0.0151768488745981
YCR031C	RPS14A	0	-0.892565456259	0.0154340836012862
YMR123W	PKR1	0	0.889434543741	0.0155627009646302
YOL111C	MDY2	0	0.888434543741	0.0155627009646302
YBR210W	ERV15	0	0.880434543741	0.0159485530546624
YOL105C	WSC3	0	0.877434543741	0.0162057877813505
YKL040C	NFU1	0	0.876434543741	0.0165916398713826
YBR151W	APD1	0	0.874434543741	0.0169774919614148
YPL006W	NCR1	0	0.874434543741	0.0169774919614148
YNR001C	CIT1	0	0.875434543741	0.0169774919614148
YDR377W	ATP17	0	0.868434543741	0.0178778135048232
YJL138C	TIF2	0	-0.867565456259	0.0178778135048232
YGR094W	VAS1	0	-0.860565456259	0.0186495176848875
YPR103W	PRE2	0	0.857434543741	0.0189067524115756
YKL081W	TEF4	0	-0.856565456259	0.0190353697749196
YGL084C	GUP1	0	0.854434543741	0.0191639871382637
YOR182C	RPS30B	0	-0.841565456259	0.0201929260450161
YIL155C	GUT2	0	0.836434543741	0.0207073954983923
YBR196C	PGI1	0	0.820434543741	0.0217363344051447
YNL080C	EOS1	0	0.815434543741	0.0219935691318328
YPR182W	SMX3	0	0.813434543741	0.0221221864951768
YGL148W	ARO2	0	-0.810565456259	0.0222508038585209
YBL005W-A	YBL005W-A	0	-0.810565456259	0.0222508038585209
YLR429W	CRN1	0	0.808434543741	0.022379421221865
YHR142W	CHS7	0	0.805434543741	0.0227652733118971
YKR088C	TVP38	0	0.802434543741	0.0231511254019293
YMR083W	ADH3	0	0.800434543741	0.0231511254019293
YDR542W	PAU10	0	0.796434543741	0.0237942122186495
YMR108W	ILV2	0	0.793434543741	0.0239228295819936
YOL057W	YOL057W	0	0.793434543741	0.0239228295819936
YKL175W	ZRT3	0	0.793434543741	0.0239228295819936
YNL268W	LYP1	0	0.792434543741	0.0240514469453376
YKR025W	RPC37	0	0.789434543741	0.0244372990353698
YPR140W	TAZ1	0	0.787434543741	0.0246945337620579
YML086C	ALO1	0	0.787434543741	0.0246945337620579
YHR132C	ECM14	0	0.777434543741	0.0258520900321543
YKL077W	YKL077W	0	0.776434543741	0.0259807073954984
YCL018W	LEU2	0	0.776434543741	0.0259807073954984
YHR094C	HXT1	0	0.774434543741	0.0259807073954984
YOR086C	TCB1	0	0.772434543741	0.0264951768488746
YJL094C	KHA1	0	0.770434543741	0.0267524115755627
YOR316C	COT1	0	0.770434543741	0.0267524115755627
YER152C	YER152C	0	0.766434543741	0.0268810289389068
YIL165C	YIL165C	0	-0.760565456259	0.027395498392283
YLL045C	RPL8B	0	-0.761565456259	0.027395498392283
YGL002W	ERP6	0	0.748434543741	0.0284244372990354
YGR253C	PUP2	0	0.745434543741	0.0286816720257235
YHR163W	SOL3	0	0.745434543741	0.0286816720257235
YDL167C	NRP1	0	-0.746565456259	0.0286816720257235
YOL030W	GAS5	0	0.736434543741	0.0293247588424437
YDR127W	ARO1	0	-0.735565456259	0.0293247588424437
YLR421C	RPN13	0	0.732434543741	0.0294533762057878
YLR153C	ACS2	0	-0.732565456259	0.0294533762057878
YFL017W-A	SMX2	0	0.729434543741	0.0302250803858521
YDR210W-C	YDR210W-C	0	-0.725565456259	0.0306109324758842
YPL010W	RET3	0	0.723434543741	0.0308681672025723
YBR015C	MNN2	0	0.722434543741	0.0311254019292605
YDR129C	SAC6	0	0.711434543741	0.032411575562701
YEL009C	GCN4	0	-0.704565456259	0.0330546623794212
YKL098W	MTC2	0	-0.703565456259	0.0331832797427653
YDR497C	ITR1	0	-0.700565456259	0.0333118971061093
YAR002W	NUP60	0	0.700434543741	0.0333118971061093
YOR184W	SER1	0	-0.697565456259	0.0339549839228296
YCR033W	SNT1	0	0.695434543741	0.0340836012861736
YCR028C-A	RIM1	0	0.689434543741	0.034983922829582
YLL014W	EMC6	0	0.685434543741	0.0358842443729904
YPL061W	ALD6	0	0.684434543741	0.0360128617363344
YOL143C	RIB4	0	0.678434543741	0.0371704180064309
YHR077C	NMD2	0	0.677434543741	0.037556270096463
YLR450W	HMG2	0	0.673434543741	0.0387138263665595
YER120W	SCS2	0	0.671434543741	0.0392282958199357
YLR351C	NIT3	0	0.671434543741	0.0392282958199357
YDL115C	IWR1	0	0.667434543741	0.0407717041800643
YOL145C	CTR9	0	0.666434543741	0.0410289389067524
YDL047W	SIT4	0	0.662434543741	0.0419292604501608
YHR070W	TRM5	0	-0.662565456259	0.0419292604501608
YLR022C	SDO1	0	0.657434543741	0.042572347266881
YHR005C-A	TIM10	0	0.655434543741	0.0428295819935691
YEL051W	VMA8	0	0.654434543741	0.0430868167202572
YDL095W	PMT1	0	-0.652565456259	0.0441157556270096
YDR225W	HTA1	0	-0.649565456259	0.0452733118971061
YBR017C	KAP104	0	0.649434543741	0.0452733118971061
YOL059W	GPD2	0	0.647434543741	0.0456591639871383
YKL038W	RGT1	0	0.643434543741	0.0465594855305466
YOR080W	DIA2	0	0.641434543741	0.0479742765273312
YEL047C	YEL047C	0	0.639434543741	0.0484887459807074
YLR395C	COX8	0	0.631434543741	0.0509324758842444
YLR294C	YLR294C	0	0.630434543741	0.0510610932475884
YBR079C	RPG1	0	0.628434543741	0.0517041800643087
YJR047C	ANB1	0	0.627434543741	0.0520900321543408
YOR343C-A	YOR343C-A	0	0.625434543741	0.0527331189710611
YJR121W	ATP2	0	0.613434543741	0.0568488745980707
YOR014W	RTS1	0	0.611434543741	0.0571061093247588
YDR235W	PRP42	0	0.609434543741	0.057363344051447
YAL042W	ERV46	0	0.608434543741	0.057491961414791
YIL085C	KTR7	0	0.599434543741	0.0598070739549839
YNL336W	COS1	0	0.587434543741	0.0617363344051447
YNR050C	LYS9	0	-0.586565456259	0.0627652733118971
YLR403W	SFP1	0	0.585434543741	0.0627652733118971
YOR016C	ERP4	0	0.584434543741	0.0630225080385852
YBR009C	HHF1	0	-0.583565456259	0.0634083601286174
YJL039C	NUP192	0	0.581434543741	0.0644372990353698
YDR025W	RPS11A	0	0.580434543741	0.06508038585209
YPL048W	CAM1	0	0.578434543741	0.0655948553054662
YMR205C	PFK2	0	0.578434543741	0.0655948553054662
YDL089W	NUR1	0	0.577434543741	0.0659807073954984
YLR157C-B	YLR157C-B	0	-0.576565456259	0.0667524115755627
YNL192W	CHS1	0	0.572434543741	0.067652733118971
YHR092C	HXT4	0	0.572434543741	0.067652733118971
YKR074W	AIM29	0	0.561434543741	0.0708681672025723
YPL234C	TFP3	0	0.560434543741	0.0711254019292605
YHR086W	NAM8	0	0.559434543741	0.0712540192926045
YPL117C	IDI1	0	0.558434543741	0.0715112540192926
YJR027W	YJR027W	0	0.557434543741	0.0716398713826367
YGR135W	PRE9	0	0.557434543741	0.0716398713826367
YKL122C	SRP21	0	0.555434543741	0.0727974276527331
YFL004W	VTC2	0	0.554434543741	0.0734405144694534
YDR174W	HMO1	0	0.550434543741	0.074855305466238
YNL168C	FMP41	0	0.550434543741	0.074855305466238
YOR362C	PRE10	0	0.549434543741	0.075112540192926
YMR074C	YMR074C	0	-0.547565456259	0.0758842443729904
YGR032W	GSC2	0	0.546434543741	0.0765273311897106
YNR046W	TRM112	0	0.540434543741	0.0784565916398714
YLL027W	ISA1	0	0.540434543741	0.0784565916398714
YDL091C	UBX3	0	0.536434543741	0.0807717041800643
YHR133C	NSG1	0	0.530434543741	0.0832154340836013
YAR062W	YAR062W	0	0.529434543741	0.0838585209003215
YDR034C-D	YDR034C-D	0	0.528434543741	0.0845016077170418
YIL169C	YIL169C	0	-0.526565456259	0.085144694533762
YGR279C	SCW4	0	-0.525565456259	0.0857877813504823
YOR356W	YOR356W	0	0.524434543741	0.0865594855305466
YFR047C	BNA6	0	0.521434543741	0.0878456591639871
YOR168W	GLN4	0	0.521434543741	0.0878456591639871
YKL104C	GFA1	0	0.504434543741	0.0954340836012862
YMR177W	MMT1	0	0.500434543741	0.0968488745980707
YGR044C	RME1	0	0.500434543741	0.0968488745980707
YIR031C	DAL7	0	0.498434543741	0.0981350482315113
YAR075W	YAR075W	0	-0.493565456259	0.100836012861736
YKL126W	YPK1	0	0.493434543741	0.100836012861736
YBR208C	DUR1-2	0	-0.492565456259	0.101350482315113
YHR009C	YHR009C	0	0.492434543741	0.101350482315113
YGR106C	VOA1	0	0.486434543741	0.104823151125402
YBR256C	RIB5	0	0.486434543741	0.104823151125402
YJR029W	YJR029W	0	0.483434543741	0.105852090032154
YGR116W	SPT6	0	0.483434543741	0.105852090032154
YLR089C	ALT1	0	0.482434543741	0.106366559485531
YGR275W	RTT102	0	0.480434543741	0.108167202572347
YDR133C	YDR133C	0	0.465434543741	0.116270096463023
YDR519W	FPR2	0	0.461434543741	0.119228295819936
YOL061W	PRS5	0	0.461434543741	0.119228295819936
YCR005C	CIT2	0	-0.459565456259	0.12
YOL129W	VPS68	0	0.456434543741	0.122315112540193
YNL031C	HHT2	0	-0.455565456259	0.122700964630225
YEL020C	YEL020C	0	0.455434543741	0.122700964630225
YGL088W	YGL088W	0	0.446434543741	0.130418006430868
YPR138C	MEP3	0	0.443434543741	0.134019292604502
YFR055W	IRC7	0	0.441434543741	0.135819935691318
YDR037W	KRS1	0	0.440434543741	0.136463022508039
YGL020C	GET1	0	0.436434543741	0.139421221864952
YGL226C-A	OST5	0	0.433434543741	0.141993569131833
YGR125W	YGR125W	0	0.433434543741	0.141993569131833
YOR198C	BFR1	0	0.428434543741	0.144694533762058
YGL054C	ERV14	0	0.425434543741	0.147138263665595
YMR027W	YMR027W	0	0.422434543741	0.150225080385852
YLL067C	YLL067C	0	-0.418565456259	0.154340836012862
YLR325C	RPL38	0	0.418434543741	0.154340836012862
YKL120W	OAC1	0	0.411434543741	0.159614147909968
YER090W	TRP2	0	0.410434543741	0.16064308681672
YDL051W	LHP1	0	-0.398565456259	0.172347266881029
YIL053W	RHR2	0	0.389434543741	0.179163987138264
YKL085W	MDH1	0	0.388434543741	0.180192926045016
YDR239C	YDR239C	0	-0.387565456259	0.181350482315113
YMR015C	ERG5	0	0.382434543741	0.185466237942122
YCL043C	PDI1	0	0.382434543741	0.185466237942122
YGR092W	DBF2	0	0.380434543741	0.188295819935691
YBL040C	ERD2	0	0.377434543741	0.190225080385852
YNL184C	YNL184C	0	0.376434543741	0.19112540192926
YPR158C-C	YPR158C-C	0	-0.376565456259	0.19112540192926
YGL106W	MLC1	0	0.373434543741	0.194212218649518
YLR079W	SIC1	0	0.368434543741	0.199228295819936
YHR218W	YHR218W	0	-0.365565456259	0.202958199356913
YPR113W	PIS1	0	0.364434543741	0.203601286173633
YLR227W-B	YLR227W-B	0	0.363434543741	0.204887459807074
Q0080	ATP8	0	0.357434543741	0.213118971061093
YMR062C	ARG7	0	-0.356565456259	0.214019292604502
YGR096W	TPC1	0	0.353434543741	0.217749196141479
YPL257W-B	YPL257W-B	0	0.351434543741	0.219807073954984
YGR086C	PIL1	0	0.345434543741	0.228038585209003
YDL059C	RAD59	0	-0.333565456259	0.246302250803859
YOR202W	HIS3	0	-0.328565456259	0.251446945337621
YIL043C	CBR1	0	0.324434543741	0.257363344051447
YKL046C	DCW1	0	0.319434543741	0.264051446945338
YOR252W	TMA16	0	0.317434543741	0.265466237942122
YJL060W	BNA3	0	0.317434543741	0.265466237942122
YOL103W-B	YOL103W-B	0	0.317434543741	0.265466237942122
YML081C-A	ATP18	0	0.316434543741	0.266495176848875
